-0.084857	-0.048365	-0.024793	0.010563	0.054623	0.159286
-0.070343	-0.036427	-0.014999	0.024117	0.078132	0.204307
-0.056670	-0.024829	-0.005041	0.038903	0.104676	0.257330
-0.043884	-0.013500	0.005147	0.054900	0.134426	0.320077
-0.031792	-0.002379	0.015679	0.071788	0.167359	0.396194
-0.020345	0.008617	0.026743	0.089530	0.203525	0.489634
-0.009397	0.019571	0.038563	0.108420	0.242724	0.593946
0.001196	0.030513	0.051490	0.128587	0.285287	0.712188
0.011506	0.041443	0.065682	0.150112	0.330759	0.856306
0.021618	0.052356	0.081145	0.172961	0.378600	1.031783
0.031594	0.063250	0.097263	0.197098	0.428181	1.227116
0.041466	0.074119	0.113835	0.222456	0.479275	1.431371
0.051266	0.084943	0.130889	0.249189	0.531962	1.639082
0.061023	0.095697	0.148514	0.277603	0.586763	1.847094
0.070772	0.106346	0.166763	0.307970	0.645074	2.052042
0.080542	0.116862	0.185719	0.340276	0.709863	2.251751
0.090382	0.127379	0.205633	0.374084	0.786787	2.446721
0.100319	0.138172	0.226608	0.408926	0.886020	2.637879
0.110416	0.149562	0.248716	0.444725	1.008272	2.856128
0.120719	0.161829	0.272265	0.481439	1.140339	3.050767
0.131339	0.175222	0.297197	0.519224	1.276756	3.252003
0.142371	0.190163	0.323583	0.558570	1.415011	3.453240
0.153919	0.206779	0.351390	0.600255	1.554349	3.654476
0.166117	0.225013	0.380407	0.645079	1.694385	3.855713
0.179108	0.244696	0.410488	0.693310	1.834945	4.056949
0.193111	0.265575	0.441483	0.744266	1.975918	4.258186
0.208479	0.287481	0.473411	0.797142	2.117209	4.459422
0.225389	0.309986	0.506422	0.851720	2.258801	4.660659
0.243739	0.333054	0.540708	0.908275	2.400647	4.861895
0.263147	0.356555	0.576530	0.967944	2.542665	5.063131
0.283312	0.380512	0.613939	1.033181	2.684238	5.264368
0.304086	0.405081	0.652850	1.107525	2.818853	5.465604
0.325433	0.430336	0.693196	1.195902	2.978991	5.666841
0.347448	0.456454	0.735058	1.311923	3.111647	5.868077
0.370111	0.483601	0.778622	1.450595	3.253696	6.069314
0.393475	0.511748	0.824364	1.592904	3.395745	6.270550
0.417786	0.540876	0.872578	1.735671	3.537794	6.471787
0.442899	0.570626	0.923707	1.878485	3.679843	6.673023
0.468912	0.600864	0.977835	2.021431	3.821892	6.874260
0.495755	0.631577	1.034177	2.164572	3.963941	7.075496
0.523454	0.662818	1.092043	2.308003	4.105989	7.276733
0.551951	0.694913	1.150981	2.451820	4.248038	7.477969
0.581654	0.728571	1.210853	2.596397	4.390087	7.679205
0.612848	0.764579	1.271917	2.742040	4.532136	7.880442
0.645859	0.802929	1.335074	2.889738	4.674185	8.081678
0.680781	0.842818	1.403996	3.031716	4.816234	8.282915
0.717327	0.883786	1.482755	3.176295	4.958283	8.484151
0.755280	0.926612	1.573198	3.320875	5.100331	8.685388
0.794674	0.972248	1.683620	3.465455	5.242380	8.886624
0.835919	1.021278	1.822899	3.610034	5.384429	9.087861
0.879819	1.073869	1.980145	3.754614	5.526478	9.289097
0.927470	1.129424	2.142242	3.899193	5.668527	9.490334
0.979454	1.187680	2.305520	4.043773	5.810576	9.691570
1.035133	1.248849	2.470269	4.188353	5.952625	9.892807
1.093268	1.313942	2.639164	4.332932	6.094673	10.094043
1.153421	1.384210	2.813127	4.477512	6.236722	10.295279
1.215641	1.461558	2.961760	4.622091	6.378771	10.496516
1.280526	1.552452	3.123920	4.766671	6.520820	10.697752
1.349128	1.653425	3.286080	4.911251	6.662869	10.898989
1.422674	1.759366	3.448241	5.055830	6.804918	11.100225
1.501422	1.870274	3.610401	5.200410	6.946967	11.301462
1.585003	1.982049	3.772561	5.344989	7.089015	11.502698
1.673666	2.083106	3.934721	5.489569	7.231064	11.703935
1.765412	2.182968	4.096882	5.634148	7.373113	11.905171
1.857228	2.286950	4.259042	5.778728	7.515162	12.106408
1.947812	2.403004	4.421202	5.923308	7.657211	12.307644
2.036881	2.558124	4.583363	6.067887	7.799260	12.508881
2.124684	2.643775	4.745523	6.212467	7.941309	12.710117
2.211439	2.756462	4.907683	6.357046	8.083357	12.911353
2.297549	2.869149	5.069843	6.501626	8.225406	13.112590
2.383175	2.981836	5.232004	6.646206	8.367455	13.313826
2.468384	3.094523	5.394164	6.790785	8.509504	13.515063
2.553210	3.207211	5.556324	6.935365	8.651553	13.716299
2.637687	3.319898	5.718485	7.079944	8.793602	13.917536
2.722330	3.432585	5.880645	7.224524	8.935651	14.118772
2.808902	3.545272	6.042805	7.369103	9.077699	14.320009
2.900530	3.657959	6.204965	7.513683	9.219748	14.521245
